Campaign_ID,Campaign_Type,Target_Audience,Channel_Used,Language,Customer_Segment,campaign_date,Duration,Impressions,Clicks,Leads,Conversions,Revenue,Acquisition_Cost,ROI,Engagement_Score
NY-CMP-1349,"Social Media","College Students","Google, Facebook",Bengali,"College Students",2024-07-11,5,95791,9536,3824,1970,525990,70.57,2.78,16
NY-CMP-1350,"Paid Ads","Working Women","WhatsApp, Email",Tamil,"College Students",2024-09-08,7,73991,6096,1885,1199,416053,59.64,4.82,12.41
NY-CMP-1351,"Social Media","Working Women",Email,English,"Tier 2 City Customers",2025-06-11,8,79210,9451,2672,1389,297246,165.27,0.29,17.06
NY-CMP-1352,SEO,"Premium Shoppers","Google, YouTube",English,Youth,2024-10-25,26,25236,778,180,130,103480,422.23,0.89,4.31
NY-CMP-1353,"Paid Ads",Youth,"WhatsApp, YouTube",Tamil,"Premium Shoppers",2025-03-14,19,20457,2340,1138,813,249591,300.21,0.02,20.98
NY-CMP-1354,Email,Youth,"Email, Facebook",Tamil,"Working Women",2024-07-28,9,23359,2798,1612,695,159850,338.9,-0.32,21.85
NY-CMP-1355,Influencer,"College Students","Google, Email",Bengali,"Working Women",2025-04-03,27,51530,2906,759,376,140248,621.99,-0.4,7.84
NY-CMP-1356,Influencer,"Premium Shoppers","Facebook, YouTube, Instagram",Hindi,"Working Women",2025-02-22,5,59738,3387,1195,566,234324,337.67,0.23,8.62
NY-CMP-1357,"Paid Ads","Tier 2 City Customers","WhatsApp, Instagram, Email",Tamil,"College Students",2024-12-16,27,89300,8946,2457,1044,230724,264.1,-0.16,13.94
NY-CMP-1358,SEO,"Tier 2 City Customers","WhatsApp, Email, YouTube",English,"Premium Shoppers",2024-08-17,17,18772,1477,411,147,100695,756.82,-0.09,10.84
NY-CMP-1359,SEO,"College Students",Facebook,English,"College Students",2024-12-20,7,85537,11279,6580,3661,2544395,30.7,21.64,25.16
NY-CMP-1360,"Social Media","College Students",Instagram,English,"Working Women",2025-03-20,11,93900,4401,1986,1063,347601,182.18,0.79,7.93
NY-CMP-1361,"Social Media","Tier 2 City Customers",Instagram,English,"Tier 2 City Customers",2025-03-12,8,56921,5636,3157,2448,984096,30.98,11.98,19.75
NY-CMP-1362,SEO,"Premium Shoppers","Instagram, Google",English,"Tier 2 City Customers",2025-04-07,8,58026,1684,851,631,200658,204.34,0.56,5.46
NY-CMP-1363,Email,"Premium Shoppers","YouTube, Email",English,"Working Women",2025-05-05,21,17271,1656,418,172,106296,1010.06,-0.39,13
NY-CMP-1364,Email,Youth,"Instagram, Google, WhatsApp",Bengali,"Tier 2 City Customers",2024-08-29,12,75894,2271,1003,665,340480,196.4,1.61,5.19
NY-CMP-1365,Influencer,Youth,WhatsApp,English,Youth,2025-03-07,8,91994,11715,2552,1098,653310,223.09,1.67,16.7
NY-CMP-1366,"Social Media","Working Women","Instagram, WhatsApp",Hindi,Youth,2025-01-27,23,59138,1212,404,299,159666,547.11,-0.02,3.24
NY-CMP-1367,"Paid Ads","College Students","WhatsApp, Email",Tamil,"Premium Shoppers",2024-07-02,12,48778,5643,2666,1826,628144,30.85,10.15,20.78
NY-CMP-1368,"Social Media",Youth,Instagram,English,"Premium Shoppers",2024-09-04,26,16704,1131,347,184,144440,430.27,0.82,9.95
NY-CMP-1369,SEO,Youth,Google,Bengali,"Tier 2 City Customers",2024-09-01,9,42657,1411,521,210,68040,860.95,-0.62,5.02
NY-CMP-1370,Email,"Working Women",Instagram,Tamil,"Premium Shoppers",2025-04-25,17,80288,9840,3087,1579,484753,148.37,1.07,18.07
NY-CMP-1371,Influencer,Youth,Facebook,English,"Tier 2 City Customers",2024-08-10,20,21611,1891,719,531,146556,268.72,0.03,14.53
NY-CMP-1372,"Paid Ads","Tier 2 City Customers",Email,Tamil,"College Students",2024-07-12,12,73755,10119,5943,4200,924000,62.89,2.5,27.47
NY-CMP-1373,SEO,"College Students",Facebook,Tamil,"Tier 2 City Customers",2024-08-29,22,52734,2586,1001,448,250432,630.36,-0.11,7.65
NY-CMP-1374,"Paid Ads","Tier 2 City Customers","WhatsApp, Facebook, Email",Hindi,"College Students",2025-05-12,22,67943,7148,2106,762,240792,182.2,0.73,14.74
NY-CMP-1375,"Social Media",Youth,Google,Tamil,"Working Women",2025-01-08,16,28248,3144,1753,1370,432920,169.94,0.86,22.19
NY-CMP-1376,"Social Media","Working Women","YouTube, Email",Hindi,"Premium Shoppers",2024-08-26,25,52545,7824,3318,1265,915860,206,2.51,23.61
NY-CMP-1377,Email,"College Students","Google, YouTube, Facebook",English,"Working Women",2024-10-31,20,33707,769,312,169,37349,1758.21,-0.87,3.71
NY-CMP-1378,Email,"Working Women","Email, Google",Tamil,"Working Women",2024-08-24,9,72194,3949,835,504,228816,566.51,-0.2,7.32
NY-CMP-1379,SEO,Youth,Facebook,English,"Tier 2 City Customers",2025-05-27,29,29126,1390,827,496,171120,436,-0.21,9.31
NY-CMP-1380,Email,"College Students","Instagram, Google, Facebook",English,"Working Women",2025-04-07,12,86192,2654,1375,633,128499,219.74,-0.08,5.41
NY-CMP-1381,SEO,"College Students","YouTube, Facebook",Tamil,Youth,2024-10-23,15,48114,2735,907,655,145410,371.31,-0.4,8.93
NY-CMP-1382,"Social Media","Premium Shoppers",Google,Hindi,Youth,2025-04-02,21,33986,3970,868,624,229008,250.07,0.47,16.07
NY-CMP-1383,Influencer,"College Students","Instagram, YouTube, Email",Tamil,"Premium Shoppers",2024-08-04,19,34922,5140,2616,1936,1391984,120.61,4.96,27.75
NY-CMP-1384,"Paid Ads","Tier 2 City Customers","Facebook, Google",English,"Working Women",2025-04-02,12,13130,1509,337,123,44034,1809.8,-0.8,15
NY-CMP-1385,Email,Youth,"Google, Instagram, Email",Hindi,"Premium Shoppers",2024-11-21,6,23913,3344,1678,504,402192,278.61,1.86,23.11
NY-CMP-1386,Email,"Premium Shoppers",YouTube,Bengali,"College Students",2025-06-01,17,70235,2922,814,537,402750,525.54,0.43,6.08
NY-CMP-1387,Influencer,"Working Women","Email, Google",English,"Premium Shoppers",2024-08-27,30,74461,10162,5778,2650,744650,42.13,5.67,24.97
NY-CMP-1388,Email,Youth,Instagram,Hindi,Youth,2024-07-13,11,12332,1374,555,324,171720,825.27,-0.36,18.27
NY-CMP-1389,"Paid Ads","Premium Shoppers","Email, Google, Instagram",English,"Tier 2 City Customers",2024-11-02,16,89327,10315,5580,3928,2564984,39.8,15.41,22.19
NY-CMP-1390,"Social Media","Tier 2 City Customers","YouTube, Email, Google",Bengali,Youth,2025-05-08,29,96704,3230,1644,620,422220,320.25,1.13,5.68
NY-CMP-1391,Influencer,"Tier 2 City Customers","Email, Instagram",Bengali,"Tier 2 City Customers",2025-03-16,24,65974,5648,1902,1375,1080750,177.9,3.42,13.53
NY-CMP-1392,SEO,"Premium Shoppers","Email, Facebook",Tamil,"Working Women",2024-12-15,22,44574,3188,1399,1032,605784,158.25,2.71,12.61
NY-CMP-1393,SEO,"Working Women",WhatsApp,Hindi,"Tier 2 City Customers",2025-03-26,11,45691,3129,688,245,140140,545.65,0.05,8.89
NY-CMP-1394,SEO,Youth,Instagram,Bengali,"Tier 2 City Customers",2024-10-20,16,65707,8903,4462,2592,1106784,112.54,2.79,24.29
NY-CMP-1395,"Social Media",Youth,Facebook,Bengali,"College Students",2025-03-15,30,20062,754,285,126,62496,890.46,-0.44,5.81
NY-CMP-1396,"Paid Ads","College Students","WhatsApp, YouTube",Hindi,Youth,2024-11-11,13,90160,3455,726,553,425257,371.17,1.07,5.25
NY-CMP-1397,Influencer,"College Students",Email,Bengali,"Tier 2 City Customers",2025-01-30,24,65781,6523,2651,1787,1406369,73.97,9.64,16.66
NY-CMP-1398,"Paid Ads","Premium Shoppers",Instagram,Hindi,"College Students",2025-05-13,27,83508,2887,1658,1254,423852,187.7,0.8,6.94
NY-CMP-1399,"Paid Ads","College Students",YouTube,Hindi,"Premium Shoppers",2025-05-23,21,55171,3549,1636,679,354438,367.93,0.42,10.63
NY-CMP-1400,Email,"Tier 2 City Customers","Google, YouTube",Bengali,Youth,2025-01-11,30,53469,7952,4293,2420,513040,117.86,0.8,27.43
NY-CMP-1401,Influencer,"College Students","WhatsApp, Google",English,"Tier 2 City Customers",2024-11-26,8,32614,2971,1153,905,429875,103.59,3.59,15.42
NY-CMP-1402,Influencer,"Working Women",WhatsApp,Tamil,Youth,2024-12-19,14,90706,12246,4517,1532,978948,186.13,2.43,20.17
NY-CMP-1403,Email,"Premium Shoppers","YouTube, Google, Facebook",English,"College Students",2025-03-29,6,93981,3391,734,220,167420,1273.49,-0.4,4.62
NY-CMP-1404,Email,Youth,Facebook,Hindi,"Premium Shoppers",2025-03-02,6,23696,2153,431,286,117832,771.45,-0.47,12.11
NY-CMP-1405,Influencer,"College Students",YouTube,Bengali,"Working Women",2024-08-17,27,18639,2793,1046,328,104960,574.48,-0.44,22.36
NY-CMP-1406,Influencer,"College Students",Google,Tamil,"Working Women",2025-03-01,13,72563,6363,2663,1793,883949,93.98,4.25,14.91
NY-CMP-1407,Influencer,"College Students","Instagram, YouTube",Tamil,"Working Women",2025-02-01,10,89562,9186,5437,1687,1003765,92.7,5.42,18.21
NY-CMP-1408,SEO,"College Students","Google, YouTube, Email",Bengali,"Premium Shoppers",2025-01-20,7,58567,6039,2629,1494,1154862,61.85,11.5,17.35
NY-CMP-1409,"Paid Ads","Working Women",YouTube,English,"Tier 2 City Customers",2024-08-22,19,31120,842,416,234,119574,256.5,0.99,4.79
NY-CMP-1410,SEO,"Tier 2 City Customers","YouTube, Facebook",Tamil,Youth,2025-01-04,24,79473,5680,1196,456,132240,339.79,-0.15,9.23
NY-CMP-1411,"Paid Ads",Youth,"Facebook, Google, WhatsApp",English,"Working Women",2025-06-13,12,74331,10130,5104,2574,620334,103.67,1.32,23.96
NY-CMP-1412,"Social Media","Working Women","Facebook, WhatsApp",English,"Tier 2 City Customers",2024-09-07,15,34420,2100,1022,623,237986,166.82,1.29,10.88
NY-CMP-1413,"Paid Ads","College Students",Facebook,English,"College Students",2024-07-30,24,67618,5854,3431,1329,675132,185.33,1.74,15.7
NY-CMP-1414,Email,"College Students","YouTube, Google, WhatsApp",Hindi,Youth,2025-04-25,13,95861,6343,2048,755,282370,217.03,0.72,9.54
NY-CMP-1415,SEO,"Tier 2 City Customers",Google,English,"College Students",2025-04-08,21,67485,6205,2643,1287,504504,191.62,1.05,15.02
NY-CMP-1416,Influencer,"Working Women",Email,English,"Premium Shoppers",2024-10-18,26,30146,2995,649,424,238288,544.83,0.03,13.49
NY-CMP-1417,Influencer,"Tier 2 City Customers","Google, YouTube, Instagram",Bengali,"Working Women",2025-01-24,19,17577,2054,603,379,271743,566.28,0.27,17.27
NY-CMP-1418,SEO,Youth,Email,Bengali,"College Students",2024-12-13,26,17728,1914,597,301,236285,433.32,0.81,15.86
NY-CMP-1419,"Social Media","Premium Shoppers","Google, Email, YouTube",Bengali,"Working Women",2024-10-07,9,35537,5207,1283,736,429088,375.92,0.55,20.33
NY-CMP-1420,"Social Media",Youth,"YouTube, Instagram",English,"Working Women",2025-05-06,8,74670,8990,3078,1110,814740,194.21,2.78,17.65
NY-CMP-1421,"Social Media","Tier 2 City Customers","WhatsApp, Email, Instagram",Tamil,"Tier 2 City Customers",2024-12-27,6,36915,1294,459,185,90095,641.31,-0.24,5.25
NY-CMP-1422,SEO,"Premium Shoppers","WhatsApp, Google",Bengali,"Tier 2 City Customers",2025-01-28,26,73236,5181,2964,2196,531432,91.2,1.65,14.12
NY-CMP-1423,"Social Media",Youth,Facebook,Tamil,Youth,2025-03-20,23,50087,2197,481,293,211546,1013.95,-0.29,5.93
NY-CMP-1424,SEO,"College Students","Google, Facebook",Tamil,"College Students",2024-07-11,17,25485,1757,966,714,157080,309.51,-0.29,13.49
NY-CMP-1425,"Social Media","College Students",WhatsApp,Hindi,"Working Women",2025-02-12,13,54734,6239,2317,856,393760,178.28,1.58,17.2
NY-CMP-1426,Email,"Premium Shoppers","WhatsApp, Instagram, Facebook",Bengali,"Working Women",2024-12-14,24,42150,2103,621,399,223440,144.45,2.88,7.41
NY-CMP-1427,SEO,Youth,YouTube,Bengali,"College Students",2024-07-18,28,88680,10868,5988,3497,2031757,74.77,6.77,22.95
NY-CMP-1428,SEO,Youth,"YouTube, Google",Tamil,"Working Women",2024-10-25,20,89850,8418,1798,644,483000,387.47,0.94,12.09
NY-CMP-1429,SEO,"College Students","Instagram, WhatsApp, Facebook",English,"College Students",2025-02-13,18,66228,4227,1820,592,439856,378.33,0.96,10.02
NY-CMP-1430,Email,"Tier 2 City Customers",Instagram,Hindi,"College Students",2024-10-15,16,98317,5518,2432,1022,754236,75.06,8.83,9.13
NY-CMP-1431,Email,Youth,"WhatsApp, Facebook",Bengali,"Premium Shoppers",2025-04-04,14,35182,1150,496,319,107503,201.44,0.67,5.59
NY-CMP-1432,"Social Media","Premium Shoppers","Instagram, Email, Google",Hindi,"College Students",2025-05-07,25,65106,5206,1299,1032,646032,259.87,1.41,11.58
NY-CMP-1433,Influencer,"Premium Shoppers","WhatsApp, Facebook",Hindi,"Working Women",2025-01-01,8,48654,1895,988,652,150612,244.89,-0.06,7.27
NY-CMP-1434,SEO,"Premium Shoppers",YouTube,English,"Tier 2 City Customers",2024-09-12,19,75413,7682,3846,1968,545136,102.4,1.71,17.9
NY-CMP-1435,SEO,Youth,"Facebook, Instagram",Bengali,Youth,2024-11-19,8,99608,9218,2461,1686,959334,149.38,2.81,13.42
NY-CMP-1436,Influencer,"Working Women","Email, Facebook",English,"Tier 2 City Customers",2025-02-08,14,77494,6410,3377,2123,458568,111.57,0.94,15.37
NY-CMP-1437,Email,"College Students","Instagram, WhatsApp",Hindi,"Tier 2 City Customers",2025-02-18,6,44616,1267,390,218,150420,717.17,-0.04,4.2
NY-CMP-1438,"Social Media","Tier 2 City Customers","YouTube, Facebook",Bengali,Youth,2024-07-06,26,47743,3255,659,345,82455,740.84,-0.68,8.92
NY-CMP-1439,Influencer,"Tier 2 City Customers","YouTube, Facebook, Email",English,Youth,2024-11-29,15,59911,5866,3132,1516,371420,114.62,1.14,17.55
NY-CMP-1440,Email,"Tier 2 City Customers","YouTube, Instagram",Hindi,"Working Women",2024-10-03,12,43827,3031,1557,1108,823244,167.29,3.44,13
NY-CMP-1441,Email,"Working Women",Instagram,Hindi,"Tier 2 City Customers",2024-07-17,27,62317,7992,2027,665,289940,429.68,0.01,17.14
NY-CMP-1442,Email,"Tier 2 City Customers","Email, Facebook",Hindi,"College Students",2025-02-20,26,97630,10499,4274,2459,1168025,71.48,5.65,17.65
NY-CMP-1443,Influencer,"College Students",Google,English,"Tier 2 City Customers",2025-02-19,11,33281,987,492,244,111996,634.62,-0.28,5.18
NY-CMP-1444,Email,Youth,Instagram,English,Youth,2024-12-13,26,55074,3297,870,455,358995,371.42,1.12,8.39
NY-CMP-1445,Influencer,"Tier 2 City Customers","Instagram, YouTube, Facebook",Bengali,"Tier 2 City Customers",2024-10-11,16,13451,510,107,41,30299,1889.8,-0.61,4.89
NY-CMP-1446,"Social Media","Tier 2 City Customers","Instagram, WhatsApp",English,"Premium Shoppers",2025-03-15,14,38029,4555,1850,693,257796,200.74,0.85,18.66
NY-CMP-1447,Influencer,"Tier 2 City Customers","Email, WhatsApp",English,"Premium Shoppers",2024-09-14,22,43133,3981,2317,1608,765408,134.62,2.54,18.33
NY-CMP-1448,SEO,"College Students","Instagram, Facebook",English,"Working Women",2025-06-16,7,91656,11465,3839,2490,639930,44.05,4.83,19.41
NY-CMP-1449,"Social Media","Premium Shoppers","Google, YouTube, Facebook",Bengali,"Tier 2 City Customers",2024-12-30,20,63539,5015,2021,1030,268830,177.09,0.47,12.69
NY-CMP-1450,Email,"College Students",Facebook,Tamil,"College Students",2024-09-21,11,56743,3871,1209,684,422712,284.8,1.17,10.16
NY-CMP-1451,Email,"Premium Shoppers","Google, Facebook, Email",Tamil,"Tier 2 City Customers",2025-02-20,16,55061,4238,1985,1216,262656,166.59,0.3,13.51
NY-CMP-1452,Email,"Premium Shoppers","Facebook, WhatsApp",Hindi,"Premium Shoppers",2025-06-03,10,86016,4359,2170,1442,695044,69.96,5.89,9.27
NY-CMP-1453,"Social Media","Working Women",WhatsApp,Bengali,Youth,2024-08-05,20,77949,10177,2873,2249,521768,114.5,1.03,19.63
NY-CMP-1454,"Social Media","College Students",Instagram,Bengali,"Premium Shoppers",2025-02-27,29,51566,2421,1115,823,502030,185.78,2.28,8.45
NY-CMP-1455,SEO,Youth,"WhatsApp, Facebook",Tamil,"Premium Shoppers",2024-11-04,13,87411,2847,688,546,288834,500.49,0.06,4.67
NY-CMP-1456,Influencer,"Working Women","Instagram, WhatsApp",Hindi,Youth,2025-04-09,30,84959,2279,775,522,138852,277.89,-0.04,4.21
NY-CMP-1457,Influencer,Youth,"Facebook, Email",Bengali,"Premium Shoppers",2025-03-09,19,57286,5419,2536,1403,719739,122.31,3.19,16.34
NY-CMP-1458,"Paid Ads","Premium Shoppers","Google, WhatsApp, YouTube",English,Youth,2025-02-05,15,57462,5755,2231,865,217115,326.18,-0.23,15.4
NY-CMP-1459,SEO,"Premium Shoppers",YouTube,English,"Working Women",2024-09-12,15,60314,5613,3074,1302,580692,70.35,5.34,16.56
NY-CMP-1460,"Social Media",Youth,"Facebook, Google",English,"Working Women",2025-03-27,13,49013,1536,738,297,79299,966.79,-0.72,5.25
NY-CMP-1461,"Social Media","Tier 2 City Customers","Google, Email",Tamil,"Premium Shoppers",2024-10-27,15,55826,7738,4204,1407,848421,196.37,2.07,23.91
NY-CMP-1462,"Paid Ads","College Students","WhatsApp, Facebook, Google",Bengali,Youth,2024-10-28,20,54700,3084,1411,796,253924,224.61,0.42,9.67
NY-CMP-1463,SEO,"Working Women","YouTube, Instagram",Tamil,Youth,2024-07-18,15,18866,2497,802,241,151348,294.83,1.13,18.76
NY-CMP-1464,"Social Media","Working Women",WhatsApp,Hindi,Youth,2024-11-26,5,83424,12059,2555,1699,773045,79.18,4.75,19.55
NY-CMP-1465,SEO,"College Students",Email,English,"College Students",2024-09-23,6,34396,2987,1473,1011,316443,232.16,0.35,15.91
NY-CMP-1466,Influencer,"Premium Shoppers",Facebook,Tamil,Youth,2025-01-11,14,10438,1443,456,191,67805,747.9,-0.53,20.02
NY-CMP-1467,"Paid Ads","Tier 2 City Customers",Facebook,Bengali,Youth,2024-12-21,23,35959,4867,2551,1653,1320747,110.5,6.23,25.23
NY-CMP-1468,"Paid Ads","College Students","Google, YouTube, Email",Hindi,"Working Women",2025-05-01,29,84127,9388,5198,2595,2050050,35.25,21.41,20.42
NY-CMP-1469,"Social Media","Tier 2 City Customers","Facebook, YouTube",English,"Working Women",2025-01-05,10,33209,706,143,59,18172,3272.37,-0.91,2.73
NY-CMP-1470,Influencer,"Premium Shoppers","Facebook, Instagram, WhatsApp",Bengali,Youth,2024-07-04,21,84823,5531,2706,2044,1105804,109.87,3.92,12.12
NY-CMP-1471,Email,Youth,"Instagram, YouTube, Email",English,"College Students",2025-02-16,7,35839,1933,857,332,253648,635.76,0.2,8.71
NY-CMP-1472,Email,"Premium Shoppers",Facebook,Hindi,"Tier 2 City Customers",2024-11-17,20,79003,3956,2169,1245,728325,237.64,1.46,9.33
NY-CMP-1473,Email,"Tier 2 City Customers","WhatsApp, YouTube, Google",Tamil,"Tier 2 City Customers",2024-07-18,23,90331,3525,711,450,260100,510.46,0.13,5.19
NY-CMP-1474,"Social Media","Working Women",WhatsApp,English,"College Students",2024-10-10,13,59563,6264,2158,1489,999119,173.1,2.88,16.64
NY-CMP-1475,SEO,"College Students",Google,English,"Tier 2 City Customers",2024-08-26,17,70403,8732,2769,1288,696808,51.73,9.46,18.17
NY-CMP-1476,Influencer,"Tier 2 City Customers",Facebook,English,"Tier 2 City Customers",2024-08-30,14,59289,5210,1973,974,537648,303.3,0.82,13.76
NY-CMP-1477,Influencer,"Working Women","WhatsApp, Google",Tamil,"Tier 2 City Customers",2024-08-31,6,46331,5310,2151,665,331835,220.85,1.26,17.54
NY-CMP-1478,Email,Youth,YouTube,Bengali,Youth,2025-01-26,21,83897,11402,4086,2019,1205343,98.93,5.03,20.87
NY-CMP-1479,"Social Media","College Students","Facebook, Google",English,"College Students",2024-11-02,30,55425,8082,3374,2630,810040,79.4,2.88,25.41
NY-CMP-1480,Influencer,"Tier 2 City Customers",Email,Bengali,"Tier 2 City Customers",2024-10-30,12,56093,2914,1393,959,658833,170.15,3.04,9.39
NY-CMP-1481,Email,Youth,"Facebook, Email, Google",Hindi,"College Students",2025-01-17,16,16573,667,309,159,65826,957.37,-0.57,6.85
NY-CMP-1482,Influencer,"Tier 2 City Customers","YouTube, Facebook",English,"Premium Shoppers",2024-12-21,16,84901,9507,4952,3318,1244250,63.59,4.9,20.94
NY-CMP-1483,SEO,"College Students","Instagram, WhatsApp, Google",Tamil,"Premium Shoppers",2024-11-19,12,10277,1341,696,403,276055,300.38,1.28,23.74
NY-CMP-1484,"Social Media","Tier 2 City Customers","YouTube, Google, WhatsApp",Tamil,"Premium Shoppers",2025-05-15,22,65909,1695,437,221,49946,702.58,-0.68,3.57
NY-CMP-1485,"Social Media","College Students",Facebook,Tamil,Youth,2024-08-30,16,56834,1488,573,314,242722,606.38,0.27,4.18
NY-CMP-1486,SEO,"Tier 2 City Customers",Facebook,English,"Tier 2 City Customers",2024-12-06,29,77535,1912,1065,363,172425,646.84,-0.27,4.31
NY-CMP-1487,"Paid Ads",Youth,"YouTube, Facebook",Bengali,"Premium Shoppers",2024-07-09,8,48800,6107,2598,2044,1340864,53.9,11.17,22.03
NY-CMP-1488,"Social Media","Working Women","Instagram, WhatsApp, Email",English,"Working Women",2024-10-09,24,53017,5349,2159,1377,765612,46.11,11.06,16.76
NY-CMP-1489,Influencer,"Premium Shoppers","Instagram, Email, WhatsApp",Hindi,"Premium Shoppers",2025-05-28,26,55033,7427,3218,2395,1276535,102.65,4.19,23.69
NY-CMP-1490,"Paid Ads","Premium Shoppers",YouTube,English,"College Students",2024-08-15,8,14262,828,417,209,92587,763.8,-0.42,10.19
NY-CMP-1491,"Paid Ads","Tier 2 City Customers","Email, Facebook, YouTube",English,"Premium Shoppers",2024-12-23,16,77344,2577,1126,878,530312,291.78,1.07,5.92
NY-CMP-1492,Influencer,"Tier 2 City Customers",Google,English,Youth,2024-12-26,11,13159,963,289,199,64277,1288.47,-0.75,11.03
NY-CMP-1493,SEO,"College Students","YouTube, Instagram",Hindi,"Premium Shoppers",2024-09-25,9,18548,1272,652,347,242553,810.7,-0.14,12.24
NY-CMP-1494,"Paid Ads","Tier 2 City Customers","YouTube, WhatsApp",Bengali,"Tier 2 City Customers",2024-09-27,5,62883,1397,689,207,140967,1333.25,-0.49,3.65
NY-CMP-1495,Email,"Working Women","Google, Instagram",English,"Working Women",2025-02-04,23,36034,4612,1234,757,436789,355.82,0.62,18.32
NY-CMP-1496,Influencer,"Tier 2 City Customers","Facebook, YouTube",Hindi,"Working Women",2024-08-25,30,10686,1001,570,373,105559,455.99,-0.38,18.19
NY-CMP-1497,"Social Media","Working Women","Instagram, Google",Bengali,Youth,2024-12-22,9,45106,5228,1269,628,496120,382.33,1.07,15.8
NY-CMP-1498,Influencer,"Tier 2 City Customers",YouTube,English,"Premium Shoppers",2025-02-06,8,78751,8255,4369,1366,939808,163.17,3.22,17.76
NY-CMP-1499,SEO,"Premium Shoppers",YouTube,English,Youth,2024-12-06,25,76612,7253,2644,1281,787815,165.2,2.72,14.59
NY-CMP-1500,"Social Media","College Students",YouTube,English,"College Students",2025-02-01,25,38552,2281,811,297,203445,918.9,-0.25,8.79
NY-CMP-1501,"Paid Ads","Premium Shoppers",Email,Bengali,Youth,2025-01-11,16,62315,6675,1697,793,270413,184.66,0.85,14.71
NY-CMP-1502,Email,"College Students","Facebook, Email",Bengali,Youth,2024-07-24,16,58636,7234,4177,1925,490875,125.62,1.03,22.74
NY-CMP-1503,"Paid Ads","Premium Shoppers","Email, WhatsApp, Google",Bengali,"Working Women",2024-12-08,19,91862,8677,1999,864,282528,70.72,3.62,12.56
NY-CMP-1504,"Paid Ads","Tier 2 City Customers","Instagram, YouTube, WhatsApp",Hindi,"Tier 2 City Customers",2025-05-03,11,41112,4064,2221,846,651420,144.28,4.34,17.35
NY-CMP-1505,Influencer,"Tier 2 City Customers","WhatsApp, Google",English,"Tier 2 City Customers",2024-08-12,26,69910,6290,2067,1167,529818,147.8,2.07,13.62
NY-CMP-1506,Influencer,Youth,Google,Bengali,"Working Women",2025-02-02,25,85304,6988,4106,1996,786424,44.22,7.91,15.35
NY-CMP-1507,"Social Media","Tier 2 City Customers","Facebook, Email",English,"Working Women",2025-05-09,5,88871,10815,4016,1562,838794,43.06,11.47,18.45
NY-CMP-1508,Email,"College Students","WhatsApp, Email",English,"Premium Shoppers",2024-08-11,18,79759,9019,3322,2177,546427,65.12,2.85,18.2
NY-CMP-1509,Email,"College Students","WhatsApp, Facebook, Email",English,"Working Women",2025-05-12,24,91498,9350,2665,1131,838071,185.84,2.99,14.37
NY-CMP-1510,Influencer,"Premium Shoppers",WhatsApp,Hindi,"Working Women",2024-11-03,19,67510,6637,2477,1166,348634,198.61,0.51,15.23
NY-CMP-1511,"Paid Ads","Premium Shoppers","Instagram, YouTube",Bengali,Youth,2025-05-29,21,13085,1024,247,135,86940,1567.93,-0.59,10.75
NY-CMP-1512,"Paid Ads","Working Women","WhatsApp, Email",Tamil,"College Students",2025-03-08,19,23295,2139,735,409,176279,437.59,-0.02,14.09
NY-CMP-1513,Influencer,"Premium Shoppers",YouTube,Bengali,"Premium Shoppers",2025-02-06,14,23047,2143,579,401,317191,132.11,4.99,13.55
NY-CMP-1514,SEO,"Working Women","WhatsApp, Google",English,"Premium Shoppers",2024-08-19,17,23767,1176,677,420,190680,468.25,-0.03,9.56
NY-CMP-1515,"Paid Ads","College Students","Email, Google, Facebook",English,"Tier 2 City Customers",2024-09-23,20,44113,1686,978,325,177775,645.42,-0.15,6.78
NY-CMP-1516,Email,Youth,"WhatsApp, Instagram, Email",Hindi,"Working Women",2025-05-03,29,18646,1102,646,474,298146,205.32,2.06,11.92
NY-CMP-1517,SEO,"College Students","Instagram, Email",Bengali,Youth,2024-12-02,30,66817,6442,2521,1233,810081,42.3,14.53,15.26
NY-CMP-1518,"Social Media","Premium Shoppers","Instagram, Google",English,"Tier 2 City Customers",2025-04-09,11,50992,7006,2690,1547,550732,101.06,2.52,22.05
NY-CMP-1519,Email,"Working Women","Instagram, YouTube, WhatsApp",Tamil,"College Students",2025-02-21,21,13334,1484,680,509,312017,495.57,0.24,20.05
NY-CMP-1520,Email,"College Students",Instagram,English,"College Students",2025-06-02,7,64053,4410,1507,494,138320,395.62,-0.29,10.01
NY-CMP-1521,SEO,"Working Women","WhatsApp, Facebook",Hindi,"Tier 2 City Customers",2025-06-10,8,23588,3455,1470,1134,825552,84,7.67,25.69
NY-CMP-1522,"Paid Ads","Working Women",Facebook,Bengali,"Tier 2 City Customers",2025-02-25,30,64241,4786,1674,855,520695,346.6,0.76,11.39
NY-CMP-1523,"Paid Ads","Tier 2 City Customers","Email, WhatsApp",Bengali,Youth,2025-04-10,8,28776,843,296,91,71890,1461.27,-0.46,4.27
NY-CMP-1524,Email,"College Students","YouTube, Facebook, Instagram",Hindi,"Premium Shoppers",2025-02-12,28,27043,682,285,205,88560,1436.24,-0.7,4.33
NY-CMP-1525,"Paid Ads",Youth,"Instagram, YouTube, Email",English,"Tier 2 City Customers",2024-10-14,7,99902,7729,2601,1472,1093696,100.07,6.42,11.81
NY-CMP-1526,Email,"Tier 2 City Customers",Email,English,Youth,2025-03-19,26,62552,8535,3324,1526,862190,104.55,4.4,21.4
