Campaign_ID,Campaign_Type,Target_Audience,Channel_Used,Language,Customer_Segment,campaign_start_date,campaign_end_date,total_duration_days,impressions,clicks,leads,conversions,revenue,acquisition_cost,avg_roi,avg_engagement_score,ctr,cpc,conversion_rate,cpa,roas
NY-CMP-1510,Influencer,"Premium Shoppers",WhatsApp,Hindi,"Working Women",2024-11-03,2024-11-03,19,67510,6637,2477,1166,348634,198.61,0.51,15.23,0.0983,0.029924664758173875,0.1757,0.17033447684391081,1755.3698202507426
NY-CMP-1511,"Paid Ads","Premium Shoppers","Instagram, YouTube",Bengali,Youth,2025-05-29,2025-05-29,21,13085,1024,247,135,86940,1567.93,-0.59,10.75,0.0783,1.531181640625,0.1318,11.614296296296297,55.44890396892718
NY-CMP-1512,"Paid Ads","Working Women","WhatsApp, Email",Tamil,"College Students",2025-03-08,2025-03-08,19,23295,2139,735,409,176279,437.59,-0.02,14.09,0.0918,0.20457690509583917,0.1912,1.0699022004889975,402.8405585136772
NY-CMP-1513,Influencer,"Premium Shoppers",YouTube,Bengali,"Premium Shoppers",2025-02-06,2025-02-06,14,23047,2143,579,401,317191,132.11,4.99,13.55,0.0930,0.06164722351843211,0.1871,0.32945137157107235,2400.961320112028
NY-CMP-1514,SEO,"Working Women","WhatsApp, Google",English,"Premium Shoppers",2024-08-19,2024-08-19,17,23767,1176,677,420,190680,468.25,-0.03,9.56,0.0495,0.398171768707483,0.3571,1.1148809523809524,407.2183662573412
NY-CMP-1515,"Paid Ads","College Students","Email, Google, Facebook",English,"Tier 2 City Customers",2024-09-23,2024-09-23,20,44113,1686,978,325,177775,645.42,-0.15,6.78,0.0382,0.38281138790035585,0.1928,1.9859076923076922,275.4407982399058
NY-CMP-1516,Email,Youth,"WhatsApp, Instagram, Email",Hindi,"Working Women",2025-05-03,2025-05-03,29,18646,1102,646,474,298146,205.32,2.06,11.92,0.0591,0.1863157894736842,0.4301,0.4331645569620253,1452.104032729398
NY-CMP-1517,SEO,"College Students","Instagram, Email",Bengali,Youth,2024-12-02,2024-12-02,30,66817,6442,2521,1233,810081,42.3,14.53,15.26,0.0964,0.006566283762806581,0.1914,0.03430656934306569,19150.85106382979
NY-CMP-1518,"Social Media","Premium Shoppers","Instagram, Google",English,"Tier 2 City Customers",2025-04-09,2025-04-09,11,50992,7006,2690,1547,550732,101.06,2.52,22.05,0.1374,0.014424778761061947,0.2208,0.06532643826761474,5449.554719968335
NY-CMP-1519,Email,"Working Women","Instagram, YouTube, WhatsApp",Tamil,"College Students",2025-02-21,2025-02-21,21,13334,1484,680,509,312017,495.57,0.24,20.05,0.1113,0.3339420485175202,0.3430,0.973614931237721,629.6123655588515
NY-CMP-1520,Email,"College Students",Instagram,English,"College Students",2025-06-02,2025-06-02,7,64053,4410,1507,494,138320,395.62,-0.29,10.01,0.0688,0.08970975056689343,0.1120,0.8008502024291498,349.6284313229867
NY-CMP-1521,SEO,"Working Women","WhatsApp, Facebook",Hindi,"Tier 2 City Customers",2025-06-10,2025-06-10,8,23588,3455,1470,1134,825552,84,7.67,25.69,0.1465,0.02431259044862518,0.3282,0.07407407407407407,9828
NY-CMP-1522,"Paid Ads","Working Women",Facebook,Bengali,"Tier 2 City Customers",2025-02-25,2025-02-25,30,64241,4786,1674,855,520695,346.6,0.76,11.39,0.0745,0.07241955704137067,0.1786,0.40538011695906434,1502.2937103289094
NY-CMP-1523,"Paid Ads","Tier 2 City Customers","Email, WhatsApp",Bengali,Youth,2025-04-10,2025-04-10,8,28776,843,296,91,71890,1461.27,-0.46,4.27,0.0293,1.7334163701067615,0.1079,16.057912087912086,49.19693143635331
NY-CMP-1524,Email,"College Students","YouTube, Facebook, Instagram",Hindi,"Premium Shoppers",2025-02-12,2025-02-12,28,27043,682,285,205,88560,1436.24,-0.7,4.33,0.0252,2.105923753665689,0.3006,7.006048780487805,61.6610037319668
NY-CMP-1525,"Paid Ads",Youth,"Instagram, YouTube, Email",English,"Tier 2 City Customers",2024-10-14,2024-10-14,7,99902,7729,2601,1472,1093696,100.07,6.42,11.81,0.0774,0.012947341182559191,0.1905,0.06798233695652174,10929.309483361647
NY-CMP-1526,Email,"Tier 2 City Customers",Email,English,Youth,2025-03-19,2025-03-19,26,62552,8535,3324,1526,862190,104.55,4.4,21.4,0.1364,0.012249560632688927,0.1788,0.06851245085190039,8246.676231468196
NY-CMP-1527,"Paid Ads","Tier 2 City Customers","WhatsApp, YouTube, Email",Tamil,Youth,2025-03-23,2025-03-23,11,22932,3165,887,500,322500,275.59,1.34,19.85,0.1380,0.08707424960505529,0.1580,0.55118,1170.2166261475381
NY-CMP-1528,"Social Media","College Students","Facebook, Google, Instagram",Tamil,"Working Women",2024-09-10,2024-09-10,30,80131,8481,2695,2039,1578186,134.68,4.75,16.49,0.1058,0.015880202806272847,0.2404,0.06605198626777832,11718.042768042767
NY-CMP-1529,Influencer,Youth,"Google, Email",Bengali,Youth,2024-07-03,2024-07-03,13,27515,2074,927,387,224073,491.09,0.18,12.31,0.0754,0.23678399228543875,0.1866,1.2689664082687337,456.2768535299029
NY-CMP-1530,"Paid Ads","College Students","Google, Email",Tamil,"Premium Shoppers",2024-12-19,2024-12-19,16,72177,5889,3318,1138,326606,231.55,0.24,14.33,0.0816,0.039319069451519785,0.1932,0.20347100175746927,1410.520405959836
NY-CMP-1531,SEO,"Premium Shoppers","Email, Facebook",Tamil,"Premium Shoppers",2025-04-30,2025-04-30,14,49359,5231,2497,1585,698985,102.33,3.31,18.87,0.1060,0.019562225195947237,0.3030,0.06456151419558359,6830.694810905893
NY-CMP-1532,"Social Media","Tier 2 City Customers","Facebook, Email, WhatsApp",Hindi,"Tier 2 City Customers",2025-02-07,2025-02-07,8,36264,1232,617,307,171920,814.61,-0.31,5.95,0.0340,0.6612094155844156,0.2492,2.653452768729642,211.04577650654915
NY-CMP-1533,Influencer,Youth,"Facebook, Instagram, WhatsApp",Hindi,"Working Women",2024-08-18,2024-08-18,8,75756,8106,4666,2859,1032099,91.14,2.96,20.63,0.1070,0.011243523316062176,0.3527,0.031878279118572925,11324.32521395655
NY-CMP-1534,"Paid Ads","Tier 2 City Customers","YouTube, Facebook",Bengali,"College Students",2025-06-14,2025-06-14,13,66723,6284,1466,758,339584,219.06,1.05,12.75,0.0942,0.03485996180776575,0.1206,0.28899736147757255,1550.1871633342464
NY-CMP-1535,"Paid Ads","Tier 2 City Customers","Google, Facebook, Email",Bengali,"Tier 2 City Customers",2025-04-05,2025-04-05,28,26904,3794,1431,981,595467,69.16,7.78,23.07,0.1410,0.01822878228782288,0.2586,0.07049949031600407,8609.991324465009
NY-CMP-1536,Email,"Tier 2 City Customers",WhatsApp,English,"Tier 2 City Customers",2024-09-02,2024-09-02,12,14136,941,436,253,93863,976.89,-0.62,11.53,0.0666,1.0381402763018066,0.2689,3.861225296442688,96.08348944098107
NY-CMP-1537,"Social Media",Youth,"Facebook, Instagram",Tamil,"Premium Shoppers",2025-02-11,2025-02-11,25,67236,1455,316,118,27494,2229.88,-0.9,2.81,0.0216,1.5325635738831616,0.0811,18.89728813559322,12.329811469675498
NY-CMP-1538,"Paid Ads",Youth,Instagram,Hindi,"Premium Shoppers",2024-11-21,2024-11-21,22,89989,12191,7228,3410,2557500,77.97,8.62,25.37,0.1355,0.00639570174719055,0.2797,0.022865102639296187,32801.07733743748
NY-CMP-1539,"Social Media","Premium Shoppers",Google,English,"College Students",2025-05-16,2025-05-16,30,20485,1933,986,568,294224,439.57,0.18,17.02,0.0944,0.22740300051733056,0.2938,0.7738908450704225,669.3450417453421
NY-CMP-1540,"Paid Ads","Premium Shoppers","Email, WhatsApp",Hindi,"Premium Shoppers",2025-01-30,2025-01-30,9,76374,5429,2101,1129,462890,115.33,2.56,11.34,0.0711,0.021243322895560877,0.2080,0.10215234720992028,4013.6131102054974
NY-CMP-1541,"Social Media","Tier 2 City Customers","Instagram, Email",English,"College Students",2024-10-10,2024-10-10,27,44746,3058,954,322,74060,486.3,-0.53,9.69,0.0683,0.1590255068672335,0.1053,1.5102484472049689,152.2928233600658
NY-CMP-1542,"Social Media","College Students","Instagram, Google, Email",English,"Tier 2 City Customers",2024-09-28,2024-09-28,25,92675,11345,5576,3741,1866759,23.75,20.01,22.3,0.1224,0.002093433230498017,0.3297,0.0063485699010959636,78600.37894736842
NY-CMP-1543,SEO,Youth,Instagram,Tamil,"Tier 2 City Customers",2025-04-04,2025-04-04,17,77138,5782,2843,2168,1723560,61.01,12.03,13.99,0.0750,0.010551712210307852,0.3750,0.028141143911439112,28250.45074577938
NY-CMP-1544,"Paid Ads",Youth,Facebook,English,"Working Women",2024-10-31,2024-10-31,20,38242,4621,1786,941,551426,270.55,1.17,19.21,0.1208,0.05854793334776023,0.2036,0.2875132837407014,2038.1666974681204
NY-CMP-1545,Email,"Premium Shoppers","WhatsApp, Facebook, Google",Bengali,Youth,2024-12-08,2024-12-08,28,84181,11704,5912,3869,1717836,56.09,6.92,25.52,0.1390,0.004792378673957621,0.3306,0.01449728612044456,30626.42182207167
NY-CMP-1546,"Social Media","Working Women",Google,English,Youth,2025-01-27,2025-01-27,25,58196,6729,1746,695,244640,74.91,3.7,15.76,0.1156,0.011132411948283549,0.1033,0.1077841726618705,3265.7856093979444
NY-CMP-1547,Influencer,"College Students","Instagram, WhatsApp, Facebook",English,"Working Women",2025-04-29,2025-04-29,17,62402,3778,1907,1333,1047738,47.26,15.63,11.25,0.0605,0.01250926416093171,0.3528,0.035453863465866466,22169.65721540415
NY-CMP-1548,"Social Media","Tier 2 City Customers","WhatsApp, Google, Facebook",Tamil,"Tier 2 City Customers",2025-04-03,2025-04-03,12,90033,8177,1670,535,224700,369.04,0.14,11.53,0.0908,0.0451314663079369,0.0654,0.6897943925233645,608.8770864946889
NY-CMP-1549,"Social Media",Youth,"Email, Facebook, Google",Bengali,"Working Women",2024-12-26,2024-12-26,19,20283,857,431,237,102147,1097.75,-0.61,7.52,0.0423,1.2809218203033839,0.2765,4.631856540084388,93.05124117513095
NY-CMP-1550,"Social Media","Tier 2 City Customers",Instagram,English,"Working Women",2025-04-22,2025-04-22,15,74761,4170,1180,398,113032,315.5,-0.1,7.69,0.0558,0.07565947242206235,0.0954,0.792713567839196,358.2630744849445
NY-CMP-1551,Influencer,"College Students","Facebook, WhatsApp, Email",Tamil,"College Students",2025-02-09,2025-02-09,5,12307,1001,520,402,209442,369.93,0.41,15.63,0.0813,0.36956043956043955,0.4016,0.920223880597015,566.1665720541724
NY-CMP-1552,"Social Media",Youth,"Google, YouTube, WhatsApp",Tamil,"Tier 2 City Customers",2025-01-28,2025-01-28,16,91281,7431,4043,1516,422964,83.62,2.34,14.23,0.0814,0.011252859642040102,0.2040,0.055158311345646444,5058.16790241569
NY-CMP-1553,Influencer,"College Students","Google, Instagram, Email",Tamil,"College Students",2025-05-11,2025-05-11,11,13120,960,486,190,59850,1407.93,-0.78,12.47,0.0732,1.4665937500000001,0.1979,7.410157894736843,42.5092156570284
NY-CMP-1554,Email,"College Students",Google,Tamil,"Tier 2 City Customers",2024-10-23,2024-10-23,16,86056,6329,1300,684,508896,146.14,4.09,9.66,0.0735,0.02309053562964133,0.1081,0.2136549707602339,3482.2498973586976
NY-CMP-1555,SEO,"Tier 2 City Customers",Facebook,Tamil,"Premium Shoppers",2025-03-15,2025-03-15,18,67155,8772,4070,2839,1493314,18.47,27.48,23.35,0.1306,0.002105563155494756,0.3236,0.0065058119056005635,80850.78505684895
NY-CMP-1556,"Paid Ads","College Students","Facebook, Email",Bengali,"Tier 2 City Customers",2024-07-07,2024-07-07,22,40686,4308,2146,744,248496,367.27,-0.09,17.69,0.1059,0.08525301764159703,0.1727,0.4936424731182795,676.6030440820106
NY-CMP-1557,"Paid Ads",Youth,"Google, WhatsApp",English,"Working Women",2025-02-27,2025-02-27,24,38003,5637,1820,644,180320,85.7,2.27,21.32,0.1483,0.015203122228135534,0.1142,0.13307453416149068,2104.084014002334
NY-CMP-1558,Influencer,"Working Women",Email,Bengali,"Working Women",2025-05-09,2025-05-09,9,18838,1199,622,231,181335,970.11,-0.19,10.89,0.0636,0.8090992493744787,0.1927,4.19961038961039,186.92210161734235
NY-CMP-1559,SEO,"Tier 2 City Customers",Instagram,Hindi,"Premium Shoppers",2024-12-06,2024-12-06,18,99786,6470,2836,1527,833742,53.69,9.17,10.86,0.0648,0.008298299845440494,0.2360,0.03516044531761624,15528.813559322034
NY-CMP-1560,"Paid Ads","Premium Shoppers",Instagram,Tamil,"Premium Shoppers",2025-04-24,2025-04-24,20,54653,6191,1322,893,390241,281.85,0.55,15.38,0.1133,0.04552576320465192,0.1442,0.31562150055991045,1384.5698066347347
NY-CMP-1561,Email,"Tier 2 City Customers","Instagram, Facebook, WhatsApp",Hindi,"Tier 2 City Customers",2024-11-13,2024-11-13,13,46810,2463,932,390,234000,707.52,-0.15,8.09,0.0526,0.28725943970767354,0.1583,1.814153846153846,330.7327001356852
NY-CMP-1562,Email,"Working Women","Google, WhatsApp",English,"Premium Shoppers",2025-05-14,2025-05-14,13,23081,715,245,179,97197,355.68,0.53,4.93,0.0310,0.4974545454545455,0.2503,1.9870391061452515,273.2709176788124
NY-CMP-1563,Influencer,"Premium Shoppers",Instagram,Bengali,Youth,2025-06-10,2025-06-10,9,81227,4092,1364,882,455994,225.45,1.29,7.8,0.0504,0.05509530791788856,0.2155,0.2556122448979592,2022.5948103792416
NY-CMP-1564,"Social Media","College Students","YouTube, Email, WhatsApp",Bengali,"Premium Shoppers",2025-03-30,2025-03-30,30,73049,8024,3561,1099,231889,183.84,0.15,17.36,0.1098,0.022911266201395813,0.1370,0.1672793448589627,1261.363141862489
NY-CMP-1565,"Paid Ads","Working Women","WhatsApp, Google",English,"Premium Shoppers",2024-08-28,2024-08-28,30,95418,2414,675,241,143877,333.14,0.79,3.49,0.0253,0.138003314001657,0.0998,1.382323651452282,431.8814912649337
NY-CMP-1566,Email,Youth,"YouTube, Email",Bengali,"Premium Shoppers",2025-04-27,2025-04-27,16,12408,1131,666,225,65475,1261.18,-0.77,16.3,0.0912,1.1151016799292661,0.1989,5.605244444444445,51.915666280784656
NY-CMP-1567,"Paid Ads",Youth,Email,Tamil,"Tier 2 City Customers",2024-07-19,2024-07-19,30,68517,5282,2254,1364,1068012,82.95,8.44,12.99,0.0771,0.015704278682317305,0.2582,0.060813782991202346,12875.370705244122
NY-CMP-1568,"Paid Ads","Tier 2 City Customers","YouTube, Google, Facebook",English,"Tier 2 City Customers",2024-09-06,2024-09-06,25,33673,2583,953,561,437019,474.66,0.64,12.17,0.0767,0.1837630662020906,0.2172,0.8460962566844921,920.6990266717229
NY-CMP-1569,Influencer,"Premium Shoppers",Instagram,English,"Tier 2 City Customers",2025-01-30,2025-01-30,28,57159,8510,4235,2413,1498473,38.26,15.23,26.52,0.1489,0.004495887191539366,0.2835,0.01585578118524658,39165.525352848934
NY-CMP-1570,Email,"College Students","WhatsApp, Google",Hindi,Youth,2025-02-01,2025-02-01,21,49927,6339,1846,833,495635,359.88,0.65,18.06,0.1270,0.05677236157122575,0.1314,0.4320288115246098,1377.2229632099588
NY-CMP-1571,"Paid Ads","College Students","WhatsApp, Facebook",English,Youth,2024-12-11,2024-12-11,13,39327,5389,2425,1791,612522,67,4.1,24.42,0.1370,0.012432733345704213,0.3323,0.03740926856504746,9142.119402985074
NY-CMP-1572,"Social Media","College Students","WhatsApp, Instagram, YouTube",Bengali,"College Students",2024-10-15,2024-10-15,16,48822,5085,1915,704,368896,106.07,3.94,15.78,0.1042,0.02085939036381514,0.1384,0.15066761363636363,3477.8542471952487
NY-CMP-1573,Email,"Working Women","Instagram, WhatsApp, Google",English,"College Students",2024-10-06,2024-10-06,25,49394,1334,796,249,112299,1085.71,-0.58,4.82,0.0270,0.8138755622188906,0.1867,4.360281124497992,103.43369776459643
NY-CMP-1574,"Social Media","Tier 2 City Customers",Instagram,Tamil,"Premium Shoppers",2024-09-14,2024-09-14,27,18187,2014,425,315,172620,624.46,-0.12,15.14,0.1107,0.3100595829195631,0.1564,1.9824126984126986,276.4308362425135
NY-CMP-1575,"Social Media",Youth,"YouTube, Instagram, WhatsApp",Tamil,"Premium Shoppers",2024-10-24,2024-10-24,21,66984,7265,1925,881,526838,167.79,2.56,15.03,0.1085,0.0230956641431521,0.1213,0.19045402951191825,3139.865307825258
NY-CMP-1576,"Paid Ads","Working Women",YouTube,Hindi,"Tier 2 City Customers",2024-07-07,2024-07-07,5,67967,2051,499,261,71253,1086.35,-0.75,4.14,0.0302,0.5296684544124817,0.1273,4.162260536398467,65.58935886224513
NY-CMP-1577,Influencer,"College Students","Instagram, YouTube, Facebook",Tamil,"Working Women",2024-11-25,2024-11-25,22,75430,6805,1555,937,476933,118.18,3.31,12.33,0.0902,0.017366642174871418,0.1377,0.12612593383137674,4035.649009984769
NY-CMP-1578,Email,"Tier 2 City Customers",WhatsApp,Hindi,"Working Women",2025-06-17,2025-06-17,8,87567,5885,2970,1255,340105,182.97,0.48,11.55,0.0672,0.03109090909090909,0.2133,0.14579282868525897,1858.8019893971689
NY-CMP-1579,SEO,"College Students","YouTube, Instagram, Google",Bengali,"Premium Shoppers",2024-12-16,2024-12-16,23,18301,2304,978,496,155248,156.44,1,20.64,0.1259,0.06789930555555555,0.2153,0.3154032258064516,992.3804653541293
NY-CMP-1580,"Social Media","Tier 2 City Customers","YouTube, Facebook",Bengali,"College Students",2025-04-01,2025-04-01,13,71103,6162,2703,1826,381634,61.88,2.38,15.04,0.0867,0.010042194092827004,0.2963,0.03388828039430449,6167.32385261797
NY-CMP-1581,SEO,"Working Women","Email, Google",Hindi,"College Students",2025-05-12,2025-05-12,20,93876,7120,2417,841,374245,101.24,3.4,11.06,0.0758,0.014219101123595505,0.1181,0.12038049940546967,3696.6120110628212
NY-CMP-1582,Influencer,"Tier 2 City Customers",Google,English,Youth,2024-11-24,2024-11-24,23,36680,3456,1074,668,363392,314.95,0.73,14.17,0.0942,0.09113136574074074,0.1933,0.4714820359281437,1153.80854103826
NY-CMP-1583,Influencer,Youth,"Facebook, Email",Hindi,"Premium Shoppers",2025-03-04,2025-03-04,13,56090,6965,2529,1823,616174,41.69,7.11,20.18,0.1242,0.005985642498205312,0.2617,0.022868897421832145,14779.899256416407
NY-CMP-1584,"Social Media","Premium Shoppers",YouTube,Tamil,Youth,2025-04-18,2025-04-18,6,45661,2686,1215,427,286944,670.88,0,9.48,0.0588,0.24976917349218167,0.1590,1.5711475409836066,427.7128547579299
NY-CMP-1585,Email,"Premium Shoppers","Google, WhatsApp",Bengali,"College Students",2025-03-20,2025-03-20,21,73006,2614,1454,448,129024,289.5,-0.01,6.19,0.0358,0.11074980872226473,0.1714,0.6462053571428571,445.67875647668393
NY-CMP-1586,Influencer,"Premium Shoppers",YouTube,English,"College Students",2025-03-27,2025-03-27,11,55924,4009,1866,1383,358197,157.51,0.64,12.98,0.0717,0.03928909952606635,0.3450,0.11389009399855386,2274.1222779506065
NY-CMP-1587,SEO,"College Students",YouTube,Bengali,Youth,2025-01-23,2025-01-23,14,63107,7782,4510,2867,903105,24.43,11.89,24.02,0.1233,0.003139295810845541,0.3684,0.008521102197418905,36967.04871060172
NY-CMP-1588,Email,Youth,"Email, YouTube, Google",Bengali,"Premium Shoppers",2025-01-06,2025-01-06,20,40028,2124,799,525,139125,402.61,-0.34,8.61,0.0531,0.1895527306967985,0.2472,0.7668761904761905,345.55773577407416
NY-CMP-1589,"Social Media",Youth,Google,Hindi,"Tier 2 City Customers",2025-02-18,2025-02-18,12,50174,4443,982,309,119274,259.6,0.49,11.43,0.0886,0.058428989421562015,0.0695,0.8401294498381878,459.4530046224961
NY-CMP-1590,SEO,Youth,"WhatsApp, YouTube",Tamil,"Premium Shoppers",2024-11-15,2024-11-15,20,93799,8426,2398,1558,1182522,104.6,6.26,13.2,0.0898,0.012413956800379777,0.1849,0.06713735558408215,11305.181644359465
NY-CMP-1591,"Social Media",Youth,"Facebook, Email",Bengali,"Working Women",2024-12-27,2024-12-27,14,42077,2578,637,385,93170,594.77,-0.59,8.56,0.0613,0.23070985259891388,0.1493,1.5448571428571427,156.64878860736084
NY-CMP-1592,SEO,"College Students",Google,English,"College Students",2025-04-13,2025-04-13,13,18041,2685,1271,484,352836,426.56,0.71,24.61,0.1488,0.15886778398510243,0.1803,0.8813223140495868,827.1661665416354
NY-CMP-1593,"Paid Ads","Premium Shoppers","Google, Facebook, Instagram",Hindi,"College Students",2024-08-02,2024-08-02,14,90179,6790,2735,889,640080,294.29,1.45,11.55,0.0753,0.04334167893961709,0.1309,0.3310348706411699,2174.9974514934247
NY-CMP-1594,"Social Media","Premium Shoppers","YouTube, Google",Bengali,"College Students",2024-12-13,2024-12-13,15,56466,6515,1793,1329,611340,122.9,2.74,17.07,0.1154,0.018864159631619342,0.2040,0.09247554552294959,4974.288039056143
NY-CMP-1595,SEO,Youth,Email,Hindi,"Working Women",2024-07-24,2024-07-24,27,30918,3999,1289,914,521894,252.63,1.26,20.06,0.1293,0.06317329332333083,0.2286,0.2764004376367615,2065.8433281874677
NY-CMP-1596,"Social Media","College Students","Instagram, Email",Hindi,Youth,2024-07-10,2024-07-10,7,19521,1077,264,193,64269,311.68,0.07,7.86,0.0552,0.28939647168059424,0.1792,1.614922279792746,206.20187371663243
NY-CMP-1597,"Paid Ads","Tier 2 City Customers",WhatsApp,Bengali,"Working Women",2024-12-05,2024-12-05,30,68661,7281,2943,1269,378162,228.49,0.3,16.74,0.1060,0.031381678340887245,0.1743,0.18005516154452325,1655.0483609785986
NY-CMP-1598,"Social Media","Premium Shoppers",Google,Bengali,"Tier 2 City Customers",2024-11-12,2024-11-12,23,30351,2333,1371,965,416880,234.82,0.84,15.38,0.0769,0.10065152164594941,0.4136,0.24333678756476684,1775.3172642875395
NY-CMP-1599,Influencer,Youth,YouTube,Tamil,"Working Women",2024-07-14,2024-07-14,24,58535,6405,1542,1078,527142,68.17,6.17,15.42,0.1094,0.010643247462919595,0.1683,0.06323747680890539,7732.756344433034
NY-CMP-1600,Influencer,"Tier 2 City Customers",Instagram,English,"College Students",2025-03-18,2025-03-18,29,80933,7272,2170,1343,589577,205.53,1.14,13.33,0.0899,0.028263201320132013,0.1847,0.1530379746835443,2868.569065343259
NY-CMP-1601,SEO,"Premium Shoppers","Facebook, Email, YouTube",Hindi,Youth,2024-10-09,2024-10-09,20,10156,1063,366,135,77085,986.93,-0.42,15.4,0.1047,0.9284383819379115,0.1270,7.3105925925925925,78.1058433728836
NY-CMP-1602,SEO,"Working Women","Email, Google",Hindi,"College Students",2024-12-07,2024-12-07,6,49801,4739,2658,2077,1634599,73.87,9.65,19.02,0.0952,0.015587676725047479,0.4383,0.035565719788155994,22128.049275754704
NY-CMP-1603,"Paid Ads","Working Women","Email, Instagram, Google",Tamil,"College Students",2025-02-10,2025-02-10,22,75807,7530,2753,861,543291,110.79,4.7,14.7,0.0993,0.014713147410358566,0.1143,0.1286759581881533,4903.790955862442
NY-CMP-1604,"Social Media",Youth,"YouTube, Google",Hindi,"Tier 2 City Customers",2024-07-31,2024-07-31,21,68993,8964,1867,644,206724,187.4,0.71,16.63,0.1299,0.020905845604640785,0.0718,0.2909937888198758,1103.1163287086447
NY-CMP-1605,"Paid Ads","Premium Shoppers","WhatsApp, Email, YouTube",Tamil,"College Students",2025-05-16,2025-05-16,28,29349,2702,626,447,140358,647.65,-0.52,12.86,0.0921,0.23969282013323465,0.1654,1.4488814317673377,216.71890681695362
NY-CMP-1606,Influencer,"Premium Shoppers",Instagram,English,"Tier 2 City Customers",2024-09-23,2024-09-23,13,21703,2104,1000,735,521850,318.87,1.23,17.69,0.0969,0.1515541825095057,0.3493,0.43383673469387757,1636.5603537491768
NY-CMP-1607,Email,Youth,"YouTube, Google, Instagram",English,"Working Women",2025-05-27,2025-05-27,13,32464,1151,248,127,101473,1072.4,-0.25,4.7,0.0355,0.931711555169418,0.1103,8.444094488188977,94.62234240954866
NY-CMP-1608,"Social Media","Tier 2 City Customers","YouTube, Google",Hindi,"College Students",2024-07-28,2024-07-28,11,97381,11785,5850,3898,865356,18.2,11.2,22.11,0.1210,0.0015443360203648705,0.3308,0.004669061056952283,47547.03296703297
NY-CMP-1609,SEO,"Tier 2 City Customers","YouTube, Facebook, Instagram",English,"Tier 2 City Customers",2025-01-04,2025-01-04,22,18542,1212,270,146,113004,1405.86,-0.45,8.78,0.0654,1.1599504950495048,0.1205,9.62917808219178,80.38069224531604
NY-CMP-1610,Influencer,"Tier 2 City Customers","WhatsApp, Email, YouTube",Tamil,"Working Women",2025-04-10,2025-04-10,23,60556,4939,2529,1055,704740,222.49,2,14.07,0.0816,0.04504758048187892,0.2136,0.21089099526066352,3167.5131466582766
NY-CMP-1611,"Social Media","Tier 2 City Customers",YouTube,Hindi,Youth,2025-06-01,2025-06-01,21,51489,3383,1396,556,363068,144.92,3.51,10.36,0.0657,0.04283771800177357,0.1644,0.2606474820143885,2505.29947557273
NY-CMP-1612,Influencer,"Tier 2 City Customers","YouTube, Facebook, Instagram",Tamil,"Premium Shoppers",2024-10-31,2024-10-31,27,81702,11902,4609,1890,1357020,37.17,18.31,22.52,0.1457,0.0031230045370525964,0.1588,0.01966666666666667,36508.47457627118
NY-CMP-1613,Influencer,Youth,"Facebook, WhatsApp, YouTube",English,"Tier 2 City Customers",2025-05-22,2025-05-22,29,93208,3010,1450,929,544394,219.74,1.67,5.78,0.0323,0.07300332225913622,0.3086,0.23653390742734123,2477.4460726312914
NY-CMP-1614,Email,"Tier 2 City Customers","WhatsApp, Facebook, Email",Bengali,"Premium Shoppers",2025-01-27,2025-01-27,9,52100,4531,2559,1318,728854,178.34,2.1,16.14,0.0870,0.03935996468770691,0.2909,0.13531107738998482,4086.8789951777503
NY-CMP-1615,"Social Media",Youth,"WhatsApp, Google, YouTube",Hindi,"Tier 2 City Customers",2024-07-22,2024-07-22,12,78994,2075,428,337,189394,414.45,0.36,3.6,0.0263,0.19973493975903614,0.1624,1.2298219584569732,456.9767161298106
NY-CMP-1616,Influencer,"Tier 2 City Customers","Google, Facebook",Hindi,Youth,2025-02-19,2025-02-19,18,18542,1091,620,296,61568,691.12,-0.7,10.82,0.0588,0.633473877176902,0.2713,2.3348648648648647,89.0843847667554
NY-CMP-1617,Influencer,"College Students","Facebook, Google, Email",Hindi,Youth,2025-01-25,2025-01-25,8,14943,2137,820,383,275377,264.83,1.71,22.35,0.1430,0.12392606457650912,0.1792,0.6914621409921671,1039.825548465053
NY-CMP-1618,"Paid Ads","Premium Shoppers","Email, Instagram",Tamil,Youth,2024-09-10,2024-09-10,27,38344,3288,835,318,98898,218.25,0.43,11.58,0.0858,0.06637773722627738,0.0967,0.6863207547169812,453.1408934707904
NY-CMP-1619,SEO,"College Students","WhatsApp, Instagram, Facebook",Hindi,"Tier 2 City Customers",2025-06-18,2025-06-18,5,15352,437,110,83,58598,2435.64,-0.71,4.1,0.0285,5.573546910755148,0.1899,29.345060240963853,24.058563662938695
NY-CMP-1620,SEO,"Premium Shoppers","Facebook, WhatsApp, Google",Tamil,"Working Women",2024-10-23,2024-10-23,24,85695,8615,2294,1431,781326,168.06,2.25,14.4,0.1005,0.019507835171213,0.1661,0.11744234800838575,4649.089610853267
NY-CMP-1621,Email,"College Students","Facebook, Google, WhatsApp",Bengali,"Tier 2 City Customers",2024-10-20,2024-10-20,22,48413,1449,737,563,216192,530.53,-0.28,5.68,0.0299,0.36613526570048305,0.3885,0.9423268206039076,407.50193203023395
NY-CMP-1622,SEO,"College Students","Google, Instagram, Email",Hindi,Youth,2025-02-17,2025-02-17,20,48751,1616,958,400,124400,689.3,-0.55,6.1,0.0331,0.42654702970297026,0.2475,1.72325,180.47294356593648
